"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","playerid"
"Ronaldo Urdaneta","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".227",".250",".477",".216","38","","0.0","0.0","","-0.1","0.0","0.0","sa917292"
"Kevin Strohschein","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".245",".306",".552",".242","51","","0.0","0.0","","-0.1","0.0","0.0","sa3010859"
"Najee Gaskins","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".251",".269",".520",".235","51","","0.0","0.0","","-0.1","0.0","0.0","sa3011262"
"Alan Mejia","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".232",".305",".537",".238","51","","0.0","0.0","","-0.1","0.0","0.0","sa3008420"
"Ruben Ibarra","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".252",".332",".584",".256","57","","0.0","0.0","","-0.1","0.0","0.0","sa3017053"
"Justin Guerrera","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".215",".254",".469",".212","38","","0.0","0.0","","-0.1","0.0","0.0","sa3017082"
"Bobby Seymour","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".242",".300",".542",".240","58","","0.0","0.0","","0.0","0.0","0.0","sa3017852"
"Cam Williams","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".215",".287",".501",".223","38","","0.0","0.0","","-0.1","0.0","0.0","sa3017107"
"Enmanuel Tejeda","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".223",".239",".461",".210","32","","0.0","0.0","","-0.1","0.0","0.0","sa3018497"
"Aaron Bracho","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".229",".264",".493",".221","38","","0.0","0.0","","-0.1","0.0","0.0","sa3010018"
"T.J. Rumfield","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".260",".295",".555",".247","58","","0.0","0.0","","0.0","0.0","0.0","sa3017330"
"Harvin Mendoza","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".254",".300",".554",".247","58","","0.0","0.0","","0.0","0.0","0.0","sa916997"
"Antonio Pinero","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".220",".258",".479",".213","32","","0.0","0.0","","-0.1","0.0","0.0","sa917079"
"Darwin Baez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".202",".250",".451",".201","25","","0.0","0.0","","-0.1","0.0","0.0","sa3005614"
"Jack Stronach","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".246",".270",".516",".234","51","","0.0","0.0","","-0.1","0.0","0.0","sa3010271"
"Felix Salguera","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".204",".225",".429",".194","25","","0.0","0.0","","-0.1","0.0","0.0","sa3008914"
"Roberto Chirinos","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".217",".253",".470",".210","32","","0.0","0.0","","-0.1","0.0","0.0","sa3005484"
"Yorvis Torrealba","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".267",".315",".582",".258","50","","0.0","0.0","","-0.1","0.0","0.0","sa3010343"
"Colin Davis","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".238",".280",".517",".231","51","","0.0","0.0","","-0.1","0.0","0.0","sa3016806"
"Bryan Gonzalez","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".236",".322",".557",".245","51","","0.0","0.0","","-0.1","0.0","0.0","sa3008805"
"Anyesber Sivira","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".233",".243",".476",".216","38","","0.0","0.0","","-0.1","0.0","0.0","sa3003301"
"Tyler Miller","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".222",".289",".511",".226","38","","0.0","0.0","","-0.1","0.0","0.0","sa3017109"
"Jacob Wetzel","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".244",".293",".537",".240","50","","0.0","0.0","","-0.1","0.0","0.0","sa3015057"
"Edwin Barragan","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".224",".249",".473",".211","38","","0.0","0.0","","-0.1","0.0","0.0","sa3015622"
"Pedro Diaz","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".208",".233",".441",".200","25","","0.0","0.0","","-0.1","0.0","0.0","sa3005056"
"Wilderd Patino","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".244",".295",".538",".239","48","","0.0","0.0","","-0.1","0.0","0.0","sa3007874"
"Jose Garcia","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".210",".254",".464",".208","25","","0.0","0.0","","-0.1","0.0","0.0","sa3015337"
"Daneurys De La Cruz","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".215",".224",".439",".202","25","","0.0","0.0","","-0.1","0.0","0.0","sa3007059"
"Eliezel Stevens","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".229",".272",".502",".224","37","","0.0","0.0","","-0.1","0.0","0.0","sa3005773"
"Omar De Los Santos","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".221",".291",".512",".226","48","","0.0","0.0","","-0.1","0.0","0.0","sa3008938"
"Omar Florentino","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".233",".232",".465",".213","31","","0.0","0.0","","-0.1","0.0","0.0","sa3008758"
"Tucker Mitchell","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".204",".237",".441",".199","24","","0.0","0.0","","-0.1","0.0","0.0","sa3017511"
"Shawn Goosenberg","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".227",".256",".483",".218","37","","0.0","0.0","","-0.1","0.0","0.0","sa3017116"
"Alvaro Gonzalez","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".224",".240",".463",".210","31","","0.0","0.0","","-0.1","0.0","0.0","sa3005715"
"Axiel Plaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".207",".239",".446",".201","26","","0.0","0.0","","-0.1","0.0","0.0","sa3018480"
"Cristian Hernandez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".218",".257",".475",".212","31","","0.0","0.0","","-0.1","0.0","0.0","sa3015696"
"JT Schwartz","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".254",".277",".532",".238","56","","0.0","0.0","","-0.1","0.0","0.0","sa3017371"
"Kevin Richards","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".232",".293",".525",".232","50","","0.0","0.0","","-0.1","0.0","0.0","sa3004880"
"Carlos Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".248",".245",".493",".227","37","","0.0","0.0","","-0.1","0.0","0.0","sa3018465"
"Lizandro Espinoza","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".222",".232",".454",".204","31","","0.0","0.0","","-0.1","0.0","0.0","sa3015611"
"Nerwilian Cedeno","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".231",".240",".471",".214","37","","0.0","0.0","","-0.1","0.0","0.0","sa3010026"
"Zack Raabe","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".251",".227",".478",".222","37","","0.0","0.0","","-0.1","0.0","0.0","sa3017046"
"Rafael Cruz","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".216",".283",".499",".219","37","","0.0","0.0","","-0.1","0.0","0.0","sa3015819"
"Kenyon Yovan","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".217",".276",".494",".219","37","","0.0","0.0","","-0.1","0.0","0.0","sa3016839"
"Carlos Jorge","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".223",".263",".486",".217","30","","0.0","0.0","","-0.1","0.0","0.0","sa3016722"
"Jorge Mendez","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".217",".229",".446",".203","24","","0.0","0.0","","-0.1","0.0","0.0","sa3015662"
"Alain Camou","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".239",".227",".467",".214","37","","0.0","0.0","","-0.1","0.0","0.0","sa3018450"
"Ismael Alcantara","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".233",".293",".527",".233","49","","0.0","0.0","","-0.1","0.0","0.0","sa3002862"
"Oneill Manzueta","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".234",".277",".511",".229","50","","0.0","0.0","","-0.1","0.0","0.0","sa3005942"
"Daniel Rivero","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".256",".271",".527",".236","49","","0.0","0.0","","-0.1","0.0","0.0","sa3005525"
"Zach Zubia","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".259",".264",".523",".241","56","","0.0","0.0","","-0.1","0.0","0.0","sa3016861"
"Federico Polanco","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".224",".251",".475",".213","37","","0.0","0.0","","-0.1","0.0","0.0","sa3005571"
"Will Robertson","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".241",".295",".536",".239","50","","0.0","0.0","","-0.1","0.0","0.0","sa3004294"
"Cooper Uhl","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".209",".211",".420",".194","24","","0.0","0.0","","-0.1","0.0","0.0","sa3014985"
"Manuel Garcia","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".214",".225",".439",".200","24","","0.0","0.0","","-0.1","0.0","0.0","sa3006202"
"Patrick Merino","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".222",".291",".513",".229","50","","0.0","0.0","","-0.1","0.0","0.0","sa3011119"
"Bladimir Restituyo","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".254",".332",".586",".256","48","","0.0","0.0","","-0.1","0.0","0.0","sa3006621"
"Dyan Jorge","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".234",".282",".516",".229","30","","0.0","0.0","","-0.1","0.0","0.0","sa3018387"
"Junior Sanquintin","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".215",".252",".467",".209","30","","0.0","0.0","","-0.1","0.0","0.0","sa3010863"
"Charlis Aquino","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".215",".236",".451",".203","30","","0.0","0.0","","-0.1","0.0","0.0","sa3008895"
"Junior Calderon","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".230",".259",".489",".221","36","","0.0","0.0","","-0.1","0.0","0.0","sa3008919"
"Ricardo Cubillan","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".244",".218",".462",".215","30","","0.0","0.0","","-0.1","0.0","0.0","sa917089"
"Jason Matthews","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".227",".231",".458",".207","30","","0.0","0.0","","-0.1","0.0","0.0","sa3018152"
"Jesus Hernandez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".224",".219",".444",".203","30","","0.0","0.0","","-0.1","0.0","0.0","sa3015736"
"Angel Lopez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".208",".233",".441",".200","24","","0.0","0.0","","-0.1","0.0","0.0","sa3004167"
"PK Morris","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".259",".301",".559",".251","56","","0.0","0.0","","-0.1","0.0","0.0","sa3005037"
"Jean Ramirez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".247",".285",".533",".238","49","","0.0","0.0","","-0.1","0.0","0.0","sa3008452"
"Echedry Vargas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".211",".254",".465",".207","30","","0.0","0.0","","-0.1","0.0","0.0","sa3018565"
"Gaige Howard","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".250",".259",".510",".233","49","","0.0","0.0","","-0.1","0.0","0.0","sa3018245"
"Wes Kath","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".219",".263",".482",".217","36","","0.0","0.0","","-0.1","0.0","0.0","sa3017172"
"Dillon Tatum","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".212",".224",".436",".199","23","","0.0","0.0","","-0.1","0.0","0.0","sa3017903"
"Alexander Vargas","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".213",".248",".460",".206","29","","0.0","0.0","","-0.1","0.0","0.0","sa3008851"
"Hector Martinez","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".225",".251",".476",".214","36","","0.0","0.0","","-0.1","0.0","0.0","sa3002845"
"Ronny Rojas","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".211",".273",".485",".216","36","","0.0","0.0","","-0.1","0.0","0.0","sa3005530"
"Luis Rodriguez","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".192",".243",".435",".193","23","","0.0","0.0","","-0.1","0.0","0.0","sa3018419"
"Edward Duran","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".212",".210",".422",".193","23","","0.0","0.0","","-0.1","0.0","0.0","sa3016719"
"Carlos Reina","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".210",".228",".437",".199","23","","0.0","0.0","","-0.1","0.0","0.0","sa917054"
"Jorge Caballero","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".239",".274",".513",".230","48","","0.0","0.0","","-0.1","0.0","0.0","sa3003360"
"Omar Hernandez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".212",".236",".448",".201","23","","0.0","0.0","","-0.1","0.0","0.0","sa3010155"
"Miguel Torres","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".197",".241",".438",".197","23","","0.0","0.0","","-0.1","0.0","0.0","sa3003265"
"Junior Paniagua","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".217",".243",".460",".206","29","","0.0","0.0","","-0.1","0.0","0.0","sa3008875"
"Juan Martinez","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".226",".254",".480",".215","37","","0.0","0.0","","-0.1","0.0","0.0","sa502541"
"Brenny Escanio","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".209",".251",".460",".206","29","","0.0","0.0","","-0.1","0.0","0.0","sa3015565"
"Justin Williams","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".213",".264",".477",".213","36","","0.0","0.0","","-0.1","0.0","0.0","sa3017076"
"Roblin Heredia","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".204",".219",".424",".193","23","","0.0","0.0","","-0.1","0.0","0.0","sa3009341"
"Andrws Cruz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".223",".242",".464",".208","28","","0.0","0.0","","-0.1","0.0","0.0","sa3015734"
"Spencer Henson","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".236",".311",".548",".243","55","","0.0","0.0","","-0.1","0.0","0.0","sa3010887"
"Logan Allen","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".231",".274",".506",".227","48","","0.0","0.0","","-0.1","0.0","0.0","sa1169956"
"Ronald Hernandez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".204",".220",".423",".192","23","","0.0","0.0","","-0.1","0.0","0.0","sa3015738"
"Brenden Dixon","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".233",".239",".472",".216","35","","0.0","0.0","","-0.1","0.0","0.0","sa3017397"
"Lazaro Benitez","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".233",".298",".531",".235","48","","0.0","0.0","","-0.1","0.0","0.0","sa3008819"
"Dilan Rosario","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".219",".226",".445",".203","29","","0.0","0.0","","-0.1","0.0","0.0","sa3010165"
"Jheremy Vargas","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".229",".225",".454",".209","29","","0.0","0.0","","-0.1","0.0","0.0","sa3015353"
"Junior Franco","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".237",".305",".542",".238","47","","0.0","0.0","","-0.1","0.0","0.0","sa3015170"
"Juan Jerez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".217",".267",".484",".215","35","","0.0","0.0","","-0.1","0.0","0.0","sa3008892"
"Rafael Escalante","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".209",".222",".431",".197","23","","0.0","0.0","","-0.1","0.0","0.0","sa3009322"
"Grant Richardson","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".229",".295",".524",".233","48","","0.0","0.0","","-0.1","0.0","0.0","sa3016964"
"Casey Martin","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".215",".252",".467",".209","28","","0.0","0.0","","-0.1","0.0","0.0","sa3014524"
"Marcos Cabrera","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".209",".272",".481",".214","35","","0.0","0.0","","-0.1","0.0","0.0","sa3008890"
"Bryce Bush","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".217",".260",".477",".214","35","","0.0","0.0","","-0.1","0.0","0.0","sa3008278"
"Hector Rodriguez","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".225",".282",".507",".224","35","","0.0","0.0","","-0.1","0.0","0.0","sa3015828"
"Ethan Wilson","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".236",".299",".535",".236","47","","0.0","0.0","","-0.1","0.0","0.0","sa3017329"
"Diowill Burgos","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".231",".283",".514",".229","47","","0.0","0.0","","-0.1","0.0","0.0","sa3005740"
"Karl Ellison","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".211",".228",".438",".200","22","","0.0","0.0","","-0.1","0.0","0.0","sa3018120"
"Benjamin Sems","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".237",".295",".532",".236","35","","0.0","0.0","","-0.1","0.0","0.0","sa3017161"
"Solardo Rodriguez","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".202",".245",".448",".199","22","","0.0","0.0","","-0.1","0.0","0.0","sa3015836"
"Ernny Ordonez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".236",".324",".560",".242","53","","0.0","0.0","","-0.1","0.0","0.0","sa1170897"
"Carlos Dominguez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".212",".296",".508",".225","47","","0.0","0.0","","-0.1","0.0","0.0","sa3009191"
"Willie Carter","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".244",".289",".533",".238","47","","0.0","0.0","","-0.1","0.0","0.0","sa1170876"
